UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
La Jornada,@lajornadaonline,2017-04-07T16:50:08.000Z,"#Publicidad oficial, arma de control a #medios: #Artículo19; 2016 fue el más violento para la #prensa en #México → https://goo.gl/J9v90o",,,19,15,['https://pbs.twimg.com/media/C80xa_jUwAAl3ck?format=jpg&name=small'],https://twitter.com/lajornadaonline/status/850390246806044672
La Jornada Maya,@LaJornadaMaya,2017-04-07T16:29:12.000Z,"""La publicidad oficial funge como caja chica de los gobiernos y como instrumento de presión"" informe de #Artículo19 http://htl.li/TT3j30aFph5",,,1,,[],https://twitter.com/LaJornadaMaya/status/850384976881344512
La Jornada Impresa,@LaJornada,2017-04-07T15:36:52.000Z,"#Publicidad oficial, arma de control a #medios: #Artículo19; 2016 fue el más violento para la #prensa en #México → https://goo.gl/WFfVoE",,,13,8,['https://pbs.twimg.com/media/C80gphUUQAArdAG?format=jpg&name=small'],https://twitter.com/LaJornada/status/850371805348888576
Arcadia Comunica,@ArcadiaComunica,2017-04-06T23:51:35.000Z,"#2016, año “histórico” en materia de #agresiones contra #periodistas: #Artículo19 http://arcadiacomunicaciones.mx/2016-ano-historico-en-materia-de-agresiones-contra-periodistas-articulo-19/…",,,,,['https://pbs.twimg.com/media/C8xISvNUQAALPsF?format=jpg&name=small'],https://twitter.com/ArcadiaComunica/status/850133919185985536
Cencos,@cencos,2017-04-06T15:48:48.000Z,"¡No más espionaje a periodistas y defensores, no más periodistas asesinados!#Artículo19 #NoNosVamosACallar #LibertadesEnResistencia",,,7,4,['https://pbs.twimg.com/media/C8vZyV4UMAAIgj1?format=jpg&name=small'],https://twitter.com/cencos/status/850012423310278660
@incluye360,@incluye360,2017-03-18T17:06:01.000Z,Con enriquecedor conversatorio finaliza nuestro seminario #Articulo19 Gracias por todo!!!,,,2,3,['https://pbs.twimg.com/media/C7N1QObWwAEnh4F?format=jpg&name=small'],https://twitter.com/Incluye360/status/843146485810176000
Monica Apablaza,@ApablazaMoni,2017-03-18T16:23:26.000Z,"Movilidad urbana e interacción social. Empoderamiento desde la comunidad #Articulo19 
@Incluye360
 @xrivasa",,,,1,['https://pbs.twimg.com/media/C7Nrb_tW4AEVMK0?format=jpg&name=small'],https://twitter.com/ApablazaMoni/status/843135766918258688
Monica Apablaza,@ApablazaMoni,2017-03-18T16:20:54.000Z,"Inicia conversatorio: Vida Independiente y Discapacidad. #Articulo19 
@xrivasa
 @Incluye360",,,,1,['https://pbs.twimg.com/media/C7Nq3gCXwAEY74U?format=jpg&name=small'],https://twitter.com/ApablazaMoni/status/843135128775942145
@incluye360,@incluye360,2017-03-18T15:30:33.000Z,"Pronto publicaremos por Facebook Live palabras de nuestra expositora principal, Cristina Braun. #Articulo19",,,2,,[],https://twitter.com/Incluye360/status/843122458638991361
Monica Apablaza,@ApablazaMoni,2017-03-18T15:18:16.000Z,"Enfoque centrado en la familia. Empoderamiento. Seminario Vida Independiente y Discapacidad #Articulo19 
@xrivasa
 @Incluye360
 @",,,1,1,[],https://twitter.com/ApablazaMoni/status/843119368217223169
@incluye360,@incluye360,2017-03-18T15:10:54.000Z,"Victor Romero cuenta sobre el programa de Educación para la Vida Adulta 
@centroucdown
 #Articulo19",,,,2,['https://pbs.twimg.com/media/C7Na5taUwAANWYP?format=jpg&name=small'],https://twitter.com/Incluye360/status/843117515601457152
@incluye360,@incluye360,2017-03-18T15:04:01.000Z,"Cortometraje ""Gracias"" destaca la importancia de la Autonomía y autodeterminación https://m.youtube.com/watch?v=n-VZXNcEeAs… #Articulo19",,,,,[],https://twitter.com/Incluye360/status/843115782397542401
@incluye360,@incluye360,2017-03-18T15:00:37.000Z,"""Tenemos que enfocarnos en empoderar a las familias"" #Articulo19",,,1,1,[],https://twitter.com/Incluye360/status/843114927757971460
@incluye360,@incluye360,2017-03-18T12:54:33.000Z,"Excelente! #Articulo19Asociación Con Todos
@AsociaConTodos
 · Mar 18, 2017
Estamos presentes en seminario Vida Independiente y Discapacidad de @Incluye360",,,,2,"['https://pbs.twimg.com/profile_images/854157065480175616/RJh4msV2_mini.jpg', 'https://pbs.twimg.com/media/C7M7JK3VAAEbrKx?format=jpg&name=small']",https://twitter.com/Incluye360/status/843083200406700033
Sonia J. Castro,@scastrotobolka,2017-03-18T12:47:17.000Z,"Siguiendo el seminario con el #Articulo19 @incluye360
@Incluye360
 · Mar 18, 2017
Infografía sobre #Artículo19 de la Convención Derechos personas con Discapacidad",😉,,,1,"['https://pbs.twimg.com/profile_images/806135215987060736/-fYFU-Ul_mini.jpg', 'https://pbs.twimg.com/media/C7M561PXkAAGBRA?format=jpg&name=large']",https://twitter.com/scastrotobolka/status/843081373757968384
@incluye360,@incluye360,2017-03-18T12:46:48.000Z,Infografía sobre #Artículo19 de la Convención Derechos personas con Discapacidad,,,3,1,['https://pbs.twimg.com/media/C7M561PXkAAGBRA?format=jpg&name=large'],https://twitter.com/Incluye360/status/843081248788676608
Monica Apablaza,@ApablazaMoni,2017-03-18T12:45:02.000Z,Seminario Vida Independiente y Discapacidad #Articulo19,,,,,['https://pbs.twimg.com/media/C7M5gngXkAE5Zgn?format=jpg&name=small'],https://twitter.com/ApablazaMoni/status/843080807157841920
@incluye360,@incluye360,2017-03-18T12:44:43.000Z,Qué dice el #Articulo19?,,,1,2,['https://pbs.twimg.com/media/C7M5cgHXwAAI1-w?format=jpg&name=small'],https://twitter.com/Incluye360/status/843080726555844609
@incluye360,@incluye360,2017-03-18T12:34:49.000Z,"""Esta gran convocatoria demuestra la necesidad que hay de trabajar en este tema"" 
@xrivasa
 en #Articulo19",,,2,1,['https://pbs.twimg.com/media/C7M3LODWkAAkk8D?format=jpg&name=small'],https://twitter.com/Incluye360/status/843078234870878208
Periódico SUPREMO*,@Diario_Supremo,2017-02-13T15:38:00.000Z,"Es amenazada reportera por el Secretario de Seguridad Pública de Michoacán
 https://goo.gl/JdcYhH | #PRD #México #articulo19 
@Silvano_A",👉,,3,1,['https://pbs.twimg.com/media/C4jkozSUEAA_uBP?format=jpg&name=small'],https://twitter.com/Diario_Supremo/status/831165536008536064
@incluye360,@incluye360,2017-02-01T14:30:54.000Z,Agotados los cupos para nuestro seminario!!!! Confirmaremos cupos por correo. Gracias por el gran interés!!! #Artículo19,,,2,,['https://pbs.twimg.com/media/C3liIarW8AA8727?format=jpg&name=small'],https://twitter.com/Incluye360/status/826799993646411776
Alonso Castillo,@alonsocastle26,2017-01-23T18:42:19.000Z,#NoAlGasolinazo #Artículo19 Agreden a #periodistas después de cubrir movilización en #Sonora #Gasolinazo #Periodismo http://liberaradio.com/agreden-a-periodistas-despues-de-cubrir-movilizacion-en-sonora/#disqus_thread…,,,1,,['https://pbs.twimg.com/media/C24FYvSVIAA7r8R?format=jpg&name=small'],https://twitter.com/alonsocastle26/status/823601776452452354
Aristegui Noticias,@AristeguiOnline,2017-01-21T08:00:32.000Z,Sentencia en caso Narvarte no garantiza verdad ni reparación del daño: #Artículo19 http://ow.ly/9jOf308cSov,,4,30,38,['https://pbs.twimg.com/media/C2rfYCtWgAErJiF?format=jpg&name=small'],https://twitter.com/AristeguiOnline/status/822715488904085504
Red Nacional,@mexicoenguardia,2017-01-21T01:45:05.000Z,Sentencia en caso Narvarte no garantiza verdad ni reparación del daño: #Artículo19 http://ow.ly/9jOf308cSov  #PFContigo,,,1,,[],https://twitter.com/mexicoenguardia/status/822621005797593088
Maider Uriarte Doiz,@maiderURI,2016-12-12T16:30:31.000Z,"Entrevista a Arantxi Padilla: http://youtu.be/tTwPqKG_GeI
Primer twit viene fuerte! #Artículo19 con su segunda entrevista a 
@arantxipadillaEntrevista │ Arantxi Padilla
Entrevistamos a Arantxi Padilla, corresponsal de ETB en Latinoamérica.Siguenos e Twitter: https://twitter.com/Articulo19_
youtube.com",,,2,2,['https://pbs.twimg.com/card_img/1376478593761574913/CaXhb-AR?format=jpg&name=240x240'],https://twitter.com/maiderURI/status/808348315779792896
𝐴𝑖𝑡𝑜𝑟 𝐴𝑟𝑎𝑛𝑔𝑢𝑟𝑒𝑛 𝑂𝑟𝑑𝑜𝑛̃𝑒𝑧,@Aitor_Aranguren,2016-12-12T16:19:54.000Z,"Entrevista a 
@arantxipadilla
 corresponsal de 
@euskaltelebista
 #Articulo19Entrevista │ Arantxi Padilla
Entrevistamos a Arantxi Padilla, corresponsal de ETB en Latinoamérica.Siguenos e Twitter: https://twitter.com/Articulo19_
youtube.com",,,1,1,['https://pbs.twimg.com/card_img/1376478593761574913/CaXhb-AR?format=jpg&name=240x240'],https://twitter.com/Aitor_Aranguren/status/808345642514968576
𝐴𝑖𝑡𝑜𝑟 𝐴𝑟𝑎𝑛𝑔𝑢𝑟𝑒𝑛 𝑂𝑟𝑑𝑜𝑛̃𝑒𝑧,@Aitor_Aranguren,2016-12-11T11:28:29.000Z,"Mañana en #Articulo19 subimos entrevista a 
@arantxipadilla
; corresponsal de 
@euskaltelebista
 en Latinoamérica.Articulo19
youtube.com",,,2,2,['https://pbs.twimg.com/card_img/1375596582805012481/QScit9BF?format=jpg&name=240x240'],https://twitter.com/Aitor_Aranguren/status/807909919265615872
𝐴𝑖𝑡𝑜𝑟 𝐴𝑟𝑎𝑛𝑔𝑢𝑟𝑒𝑛 𝑂𝑟𝑑𝑜𝑛̃𝑒𝑧,@Aitor_Aranguren,2016-12-10T09:56:37.000Z,"#DiadeLosDerechosHumanos #Articulo19Entrevista │ Ignacio Escolar
Entrevista al fundador y director del Diario.es, además de colaborador en La Sexta, Ignacio EscolarSiguenos en Twitter: https://twitter.com/Articulo19_
youtube.com",,,,,['https://pbs.twimg.com/card_img/1375816202354880522/JwfrudrV?format=jpg&name=240x240'],https://twitter.com/Aitor_Aranguren/status/807524410324385792
Vanessa Ledezma,@vaneleca,2016-12-07T22:23:17.000Z,"Declaración Universal De Los Derechos Humanos 
@ONU_es
 @Almagro_OEA2015
 @Europarl_ES
 @alcaldeledezma
 #DDHH #LibertadYA #Articulo19",,,10,5,['https://pbs.twimg.com/media/CzG1S9sXUAAAFYT?format=jpg&name=small'],https://twitter.com/vaneleca/status/806625152188502020
𝐴𝑖𝑡𝑜𝑟 𝐴𝑟𝑎𝑛𝑔𝑢𝑟𝑒𝑛 𝑂𝑟𝑑𝑜𝑛̃𝑒𝑧,@Aitor_Aranguren,2016-12-05T21:25:55.000Z,"https://youtu.be/zF3VFXFLdxU
Entrevista a 
@iescolar
 @eldiarioes
 #Artículo19Entrevista │ Ignacio Escolar
Entrevista al fundador y director del Diario.es, además de colaborador en La Sexta, Ignacio EscolarSiguenos en Twitter: https://twitter.com/Articulo19_
youtube.com",,,5,2,['https://pbs.twimg.com/card_img/1375816202354880522/JwfrudrV?format=jpg&name=240x240'],https://twitter.com/Aitor_Aranguren/status/805885941181284352
Oteando el Horizonte,@otearhorizonte,2016-12-04T01:07:51.000Z,"En 9 meses, 306 agresiones contra la prensa: #Artículo19 #Documento en... http://ln.is/DK1I6 by #Jaime_Abello via 
@c0nvey",,,,,[],https://twitter.com/otearhorizonte/status/805217016718196736
Oscar Loza,@OscarlozaO,2016-12-02T22:39:25.000Z,"En 9 meses, 306 agresiones contra la prensa: #Artículo19 #Documento en #Aristegui... http://ln.is/Wscgh by #analidia83 via 
@c0nvey",,,,,[],https://twitter.com/OscarlozaO/status/804817273215217664
Sinar Suárez Sánchez,@SinarSuarezS,2016-12-01T13:09:55.000Z,"#Puebla ocupa el quinto lugar con más agresiones a periodistas: #Artículo19 
http://periodicocentral.mx/2015/pagina-negra/tragedias/puebla-ocupa-el-quinto-lugar-con-mas-agresiones-a-periodistas-articulo-19…
#Feadle #LibertadDeExpresión #DDHH #Mx",,,5,1,[],https://twitter.com/SinarSuarezS/status/804311567772721152
Red Nacional,@mexicoenguardia,2016-12-01T09:45:08.000Z,"En 9 meses, 306 agresiones contra la prensa: #Artículo19 #Documento en #Aristegui 
  http://ow.ly/tnLu306Gd1y  #PFContigo",👉,,,,[],https://twitter.com/mexicoenguardia/status/804260030665129986
M_Schult SOBREVIVIENTES de INCESTO CUANDO NIÑOS,,2016-11-30T13:58:06.000Z,"@luisguillermosr
 ¿Està exento 
@gustavomatacr
 @seguridadcr
 de respetar #Artículo19 #DH? 
@PoderJudicialCR
 @asambleacr
 @EdisonLanza
 @hrw
 @CIDHGustavo Mata Vega
@gustavomatacr
 · Nov 27, 2016
No al turismo morboso! Procesaremos penalmente a los que lleguen a zonas afectadas a hacerse fotos con casas destruidas y animales muertos.",,,,,"['https://pbs.twimg.com/profile_images/603669113328664576/zodovYVy_mini.jpg', 'https://pbs.twimg.com/media/CyTMqjAUUAAAkYc?format=jpg&name=small']",https://twitter.com/HurtbyIncest_fr/status/803961306042761216
